gene	logFC_comp1	logCPM_comp1	LR_comp1	PValue_comp1	FDR_comp1	de_family_comp1	de_method_comp1	de_type_comp1	cell_type_comp1	perturbation	condition	logFC_comp2	logCPM_comp2	LR_comp2	PValue_comp2	FDR_comp2	de_family_comp2	de_method_comp2	de_type_comp2	cell_type_comp2	score	p	convergence	q_value
Abhd2	0.336028903	6.720520149	1.954065583	0.162149418	0.855248829	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.136035496	6.066831252	1.33783049	0.247416928	0.608016599	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.014180304	0.195375	low	0.493846722
Abhd6	-0.366957224	6.316983259	1.330658761	0.248688057	0.928784467	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.088489636	5.116397793	0.587520374	0.44337958	0.74895327	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.005048438	0.28215	high	0.493846722
Abi1	-0.290144885	6.930942099	1.57193576	0.209926117	0.904606418	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.200861651	6.717649055	3.670765293	0.055374753	0.317809905	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.02305871	0.155075	high	0.493846722
Abi2	-0.069183916	7.777771928	0.168255177	0.681667165	0.971589278	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.151976145	7.983489867	0.964407211	0.326078976	0.681394992	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.002824892	0.33305	high	0.493846722
Abl1	0.018438851	6.312545587	0.004121255	0.948813367	0.991280353	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.159693917	5.406132176	1.530764032	0.215997813	0.56999398	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.004200567	0.299875	high	0.493846722
Abl2	-0.299233453	7.286391071	2.142919226	0.143229112	0.848193936	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.247844553	6.836064959	5.580601398	0.018160485	0.176713491	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.04549173	0.099625	high	0.493846722
Ablim1	-0.015676333	8.062951257	0.00877587	0.925363664	0.990115581	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.28480867	8.533030467	8.359566634	0.003836621	0.066865208	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.057724985	0.083225	high	0.493846722
Ablim2	0.361349711	7.448525449	4.212114689	0.040136271	0.720814667	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.052804068	6.947084384	0.225363936	0.634982914	0.8551462	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.011666199	0.213675	high	0.493846722
Ablim3	0.363163914	5.946073899	1.19985133	0.273351395	0.931575079	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.251571685	5.498627149	4.447669699	0.034948906	0.259626685	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.054943378	0.08825	low	0.493846722
Abr	-0.282328094	8.128441899	3.255643423	0.071177997	0.755057825	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.129063655	7.359621548	1.206198285	0.272086351	0.627173154	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.011402685	0.214	high	0.493846722
Acaca	-0.242862091	7.467598159	1.407545601	0.235464265	0.914686371	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.238794998	7.146002772	5.097029413	0.023966855	0.209483639	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.031886207	0.128275	high	0.493846722
Acadsb	-0.116995877	6.482202342	0.194589097	0.659124285	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.132467894	5.994329171	1.228401282	0.267718176	0.622537072	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.004903201	0.28165	low	0.493846722
Acap2	0.044701897	8.541274422	0.073698129	0.7860265	0.980702386	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.044222584	8.253338422	0.173710759	0.676834778	0.874624189	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000193075	0.452025	low	0.498274762
Acap3	-0.607286711	5.747664906	2.582262142	0.108067123	0.80056802	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.550424603	5.47723347	9.437828399	0.00212555	0.044050241	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.342191108	0.01	high	0.44658075
Acat1	-0.328428425	7.221445845	2.11319223	0.146034408	0.85002388	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.203236141	6.297607217	1.467327247	0.225767868	0.5816575	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.021842419	0.1603	low	0.493846722
Acbd5	-0.337444942	6.340454315	1.471770727	0.225066521	0.910453395	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.124800493	5.621840994	1.296513057	0.254851138	0.611025844	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.01074504	0.21655	low	0.493846722
Acbd6	0.326984367	7.54501908	3.278323081	0.070200623	0.755057825	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.105636695	7.136387485	1.031519723	0.309801995	0.664477015	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.014697091	0.192825	low	0.493846722
Acer3	-0.002392486	6.811683003	0.000112094	0.991552593	0.999019501	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.06270797	6.361275394	0.307575123	0.579172013	0.828902895	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000240675	0.444825	low	0.497826903
Acin1	0.025730513	7.58928043	0.021456575	0.883541979	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.149507449	7.131162471	1.615894098	0.203665249	0.559712259	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.004432221	0.291825	low	0.493846722
Aco2	0.147885616	6.858605521	0.468861661	0.493511325	0.957637191	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.191153642	6.18247142	1.472855622	0.224895681	0.580606008	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.006747936	0.2585	high	0.493846722
Acot7	-0.151000875	6.753000353	0.349774667	0.554240714	0.964038996	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.249248723	5.877255061	4.817101269	0.028178696	0.228784768	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.02827034	0.132675	high	0.493846722
Acox1	-0.027611194	6.196495068	0.009989751	0.92038502	0.990115581	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.141423079	5.448696046	1.365312265	0.242618937	0.602165105	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.003051986	0.323975	high	0.493846722
Acsl1	-0.715788035	6.314377628	5.514503699	0.018859424	0.66220525	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.151191297	5.451650686	0.75492973	0.384919923	0.705607373	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.058656103	0.083825	low	0.493846722
Acsl3	-0.384290368	6.054444201	1.534003229	0.215512624	0.910034115	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.218710901	5.673967548	2.775353629	0.095725512	0.421015149	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.024810208	0.1457	high	0.493846722
Acsl4	-0.425631717	6.866000472	3.095314311	0.078517988	0.755057825	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.124295114	6.651414081	0.40599001	0.524011867	0.795660427	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.016158314	0.184325	high	0.493846722
Acsl6	0.206358216	6.711975554	0.798449212	0.371557435	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.010270626	6.066770087	0.007270607	0.932048448	0.983865706	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000599609	0.43245	high	0.497826903
Acss2	-0.008603595	6.783083364	0.001535307	0.968744497	0.994233456	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.079765376	6.020948925	0.244486735	0.620984174	0.853296866	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000347072	0.433375	low	0.497826903
Actb	-0.289197618	7.684558705	2.640104272	0.104196705	0.80056802	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.414355554	7.32027777	4.127610062	0.042188893	0.277815614	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.073147196	0.066975	high	0.493846722
Actg1	-0.478880466	7.41771605	4.057265658	0.043981662	0.726790597	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.349556422	6.102980945	8.290944064	0.003984327	0.068535037	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.154255893	0.0362	high	0.493846722
Actl6b	0.059898518	6.730464617	0.064780195	0.799094212	0.982987075	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.074205289	6.292112443	0.421934754	0.515973215	0.791659219	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000765275	0.404375	low	0.497826903
Actn1	0.141711717	6.574704702	0.337966642	0.561005273	0.964673479	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.283686429	6.398132717	3.248412704	0.07149266	0.365174801	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.032176762	0.1259	low	0.493846722
Actn4	0.189876872	6.473318068	0.522645491	0.469715367	0.95647025	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.214515812	6.279240194	3.416927131	0.064531026	0.343645063	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.026406797	0.1413	low	0.493846722
Actr10	-0.617079451	6.104816048	3.709360841	0.054108107	0.748088215	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.021864273	5.02730712	0.022355696	0.881144738	0.9625557	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.023234184	0.149525	high	0.493846722
Actr1a	-0.154555548	6.312728781	0.276821996	0.598791799	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.206890691	5.215292512	2.027270645	0.154497847	0.502081042	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.014765175	0.193775	low	0.493846722
Actr1b	-0.201516185	6.333458474	0.473234823	0.491502751	0.957637191	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.02629579	5.26043519	0.055979428	0.812967336	0.936581924	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000597898	0.432225	high	0.497826903
Actr2	0.220302331	6.833001789	0.9399769	0.332283782	0.941981374	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.012391263	6.520582675	0.01187763	0.913214753	0.97450611	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000858505	0.39905	low	0.497826903
Actr3	-0.075321658	6.486139963	0.093481526	0.759796914	0.97777587	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.185396771	6.247712017	1.934637571	0.164251963	0.516519468	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.00692272	0.2568	high	0.493846722
Actr3b	0.106508762	7.417084048	0.343438586	0.557851098	0.964673479	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.486450945	6.462050864	14.86235009	0.000115648	0.004675498	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.171932238	0.032125	high	0.493846722
Actr8	0.062665407	6.022524241	0.039137756	0.843176003	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.134152449	5.284130943	0.728902196	0.393239261	0.712720316	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.00193279	0.357225	high	0.493846722
Acvr1	0.099326829	6.5349082	0.161863963	0.687446178	0.971589278	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.115594235	6.461297371	1.033185561	0.309411644	0.663898691	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.003229144	0.311175	low	0.493846722
Acvr1b	-0.043461814	6.047061182	0.019246148	0.889663126	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.12454859	5.313522702	0.82921871	0.362498544	0.693739775	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.001773109	0.3642	high	0.493846722
Acvr2a	-0.149171143	7.196567478	0.435019181	0.509536334	0.957894966	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.042556371	6.866858273	0.102856683	0.748428066	0.908709944	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000584259	0.41935	low	0.497826903
Acyp2	-0.384913911	7.790936132	3.823905342	0.050526342	0.746026524	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.047791588	6.770859259	0.148356033	0.700111368	0.887280868	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.012358326	0.2083	low	0.493846722
Adam10	0.059263928	7.028009054	0.082931448	0.77336342	0.978902987	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.012490631	7.008027767	0.011666131	0.913987866	0.974887583	pseudobulk	edgeR	LRT	Deep_layer_neurons	2.98856E-05	0.49915	high	0.499638839
Adam15	-0.854379574	6.015694265	5.612791987	0.017829832	0.66220525	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.030419201	5.279674533	0.050976907	0.821372019	0.939179159	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.056393361	0.08365	low	0.493846722
Adam18	0.145050466	6.511414153	0.320507411	0.571302869	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	1.097995335	5.436190209	24.09818488	9.15465E-07	8.0009E-05	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.618227781	0.002425	high	0.378362069
Adam22	0.012869257	9.059826011	0.009667311	0.921676223	0.990115581	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.100022338	8.503757357	1.030152039	0.310122961	0.664738329	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.001403642	0.366925	low	0.493959375
Adam23	0.044729094	8.468337029	0.093944711	0.759220923	0.97777587	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.073896645	8.171833752	0.317493936	0.573117604	0.825106086	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.00036459	0.45735	high	0.4982818
Adam9	0.515802901	6.069042395	3.567637967	0.058916059	0.748537089	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.119445503	5.133755228	1.088935665	0.296707151	0.652420905	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.024711183	0.146625	high	0.493846722
Adamts17	0.079505765	6.354071736	0.064520162	0.799489228	0.982987075	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.337130345	5.720249222	4.764575376	0.029051225	0.232370697	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.044149412	0.101525	high	0.493846722
Adamts20	-0.634804456	6.147530881	3.646947189	0.056172084	0.748088215	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.0471229	5.627317493	0.125453082	0.723193826	0.897449792	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.025270714	0.14375	high	0.493846722
Adap1	-0.238459843	5.804687819	0.368541718	0.543800232	0.964038996	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.262504561	5.79888208	1.294893717	0.255148056	0.611367764	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.011799953	0.211525	high	0.493846722
Adar	-0.071372627	7.46086817	0.140771814	0.707514927	0.971868829	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.046106074	6.985361832	0.203489685	0.651918696	0.862516417	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000205786	0.47345	high	0.4982818
Adarb1	-0.177872023	7.068711563	0.74612133	0.387707026	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.074994963	7.181340524	0.410601064	0.521664587	0.794630947	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.001868231	0.3554	low	0.493846722
Adck1	-0.002454246	6.456324125	6.3237E-05	0.993655154	0.999019501	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.103914882	5.323083669	0.839550151	0.35952546	0.693739775	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.001222244	0.38035	low	0.494395716
Adcy1	-0.179300459	7.851220135	1.150669419	0.283409061	0.933012722	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.204462769	7.90331071	3.074201691	0.079543637	0.380377287	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.013985254	0.194975	high	0.493846722
Adcy2	0.08455151	9.443912549	0.393561782	0.530433094	0.961357519	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.289644394	9.830880193	5.440754702	0.019672168	0.185647785	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.047562583	0.094375	low	0.493846722
Adcy3	-0.226727973	6.110655863	0.482923191	0.487101206	0.957637191	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.250674427	5.692253057	3.588715156	0.058173204	0.325581403	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.023789318	0.15175	high	0.493846722
Adcy5	-0.26946749	6.053087222	0.689879828	0.406205259	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.558893325	5.636420465	17.67804662	2.61629E-05	0.001372945	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.244184251	0.0192	high	0.49100405
Adcy8	-0.089477694	7.946016754	0.203380628	0.652005827	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.475289955	7.080168344	18.81276805	1.44199E-05	0.000829997	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.182330481	0.031875	low	0.493846722
Adcy9	0.255753704	8.190954534	2.448380828	0.117646167	0.805922097	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.522238083	8.549968087	26.39741412	2.77912E-07	2.81129E-05	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.27632215	0.017875	low	0.49100405
Add1	-0.228081898	6.997510429	1.011007663	0.314661555	0.936642512	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.160278741	6.944729876	2.4198541	0.119806088	0.46697246	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.009766736	0.228	high	0.493846722
Add2	0.025080506	7.880049655	0.019892365	0.88783811	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.022064286	7.436106275	0.038402095	0.844637933	0.948138685	pseudobulk	edgeR	LRT	Deep_layer_neurons	1.25247E-05	0.49485	low	0.499262595
Add3	-0.310591392	6.572887422	1.212912572	0.270756061	0.931575079	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.408408037	6.137866722	14.99088163	0.000108032	0.004420198	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.212245835	0.026075	low	0.493846722
Adgra1	-0.239416818	7.825872731	1.464211565	0.226261204	0.910453395	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.113203554	7.272243537	1.009596067	0.314999628	0.670365781	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.004806598	0.290675	high	0.493846722
Adgrb1	-0.13501709	7.759302071	0.646112583	0.421505971	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.384644652	7.773431458	2.451617768	0.117403812	0.461920462	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.031213795	0.12885	high	0.493846722
Adgrb2	-0.093295521	6.828446865	0.162342745	0.687008704	0.971589278	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.509619365	6.455817268	9.896086479	0.001656306	0.037031966	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.183693393	0.02795	high	0.493846722
Adgrb3	0.019970173	11.61748396	0.024289586	0.876150339	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.024771339	11.71503242	0.049830857	0.823357856	0.939918506	pseudobulk	edgeR	LRT	Deep_layer_neurons	-2.61468E-05	0.47555	low	0.4982818
Adgrl1	-0.050793982	7.119743167	0.056256109	0.812514278	0.983617758	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.287336573	7.046749678	3.073633444	0.079571441	0.380377287	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.021608407	0.158775	high	0.493846722
Adgrl2	-0.040736542	8.47679508	0.046958911	0.828442111	0.983617758	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.456671074	7.729483345	16.55341008	4.72989E-05	0.002262351	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.147359246	0.0376	high	0.493846722
Adgrl3	0.009153446	10.86067267	0.005259718	0.942184977	0.991280353	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.023964396	10.47661342	0.054974742	0.814622502	0.936581924	pseudobulk	edgeR	LRT	Deep_layer_neurons	1.30087E-05	0.489225	low	0.499006243
Adk	-0.222990309	7.319089051	1.225667643	0.268251236	0.931151371	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.087197038	6.959950697	0.604962959	0.436690673	0.744051798	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.003529298	0.313025	low	0.493846722
Adora1	-0.051284619	5.85302159	0.023828725	0.87732151	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.390106981	6.475922118	2.131031338	0.144343608	0.484172867	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.027585922	0.133875	high	0.493846722
Adra1a	0.041092902	6.824915387	0.02796056	0.867201579	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.830381769	5.845362787	20.08619797	7.4029E-06	0.000468036	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.39544309	0.008575	low	0.444063529
Adss	-0.336851802	6.687743691	1.360621591	0.243429784	0.928572503	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.282787292	5.973101162	2.677029664	0.101805459	0.431316942	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.040655148	0.105675	low	0.493846722
Aebp2	-0.403251754	5.859445751	1.429496456	0.231846635	0.910453395	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.14080787	5.245101796	0.761423163	0.382883514	0.704045591	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.009302147	0.236175	high	0.493846722
Afdn	-0.121086668	7.84439893	0.536877644	0.463729621	0.956305231	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.083716999	8.224311425	0.388158792	0.53326881	0.799852745	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000939268	0.40485	high	0.497826903
Aff2	-0.266005999	7.355649534	1.446044983	0.22916363	0.910453395	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.509639036	7.84270238	12.48102696	0.000411106	0.012995952	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.212263004	0.02485	high	0.493846722
Aff3	-0.130028031	9.188226291	1.081673096	0.298323574	0.936642512	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.318361903	8.917759792	5.171073634	0.022966018	0.204245483	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.045985171	0.095675	high	0.493846722
Aff4	0.28277253	7.924395292	2.763152977	0.096457961	0.796578447	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.004315023	7.553411109	0.001576804	0.968325136	0.999769217	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.004804551	0.285325	low	0.493846722
